metric1_score_true,sentence_bleu_score_true,sbertSimilarity_score_true
42.857142857142854,0.42857142857142855,0.7606119513511658
40.0,0.4,0.8145000338554382
50.0,0.5,0.8064678907394409
62.5,0.6875,0.7825610041618347
12.5,0.12500000000000003,0.6486679315567017
0.0,0.0,0.6902549266815186
53.84615384615385,0.5384615384615384,0.7830399870872498
68.42105263157895,0.6842105263157895,0.8810988068580627
50.0,0.5,0.8957188725471497
68.75,0.6875,0.9194427728652954
63.1578947368421,0.631578947368421,0.8236249685287476
72.72727272727273,0.7272727272727273,0.9141283631324768
53.333333333333336,0.5333333333333333,0.9420732855796814
41.66666666666667,0.4166666666666667,0.6886093020439148
47.05882352941176,0.47058823529411764,0.757867157459259
33.33333333333333,0.4166666666666667,0.7714536190032959
60.0,0.7,0.8462737798690796
63.63636363636363,0.6363636363636364,0.8803728222846985
56.25,0.625,0.8780696988105774
33.33333333333333,0.3333333333333333,0.9916739463806152
50.0,0.5,0.8109418749809265
50.0,0.5,0.8646900057792664
66.66666666666666,0.6666666666666666,0.7699494361877441
40.0,0.4,0.7187252044677734
66.66666666666666,0.6666666666666666,0.8484781384468079
83.33333333333334,0.8333333333333334,0.9199350476264954
60.0,0.6,0.8364121317863464
56.25,0.625,0.8572585582733154
55.55555555555556,0.5555555555555556,0.9187962412834167
50.0,0.5,0.6743006706237793
78.57142857142857,0.7857142857142857,0.9406152367591858
66.66666666666666,0.6666666666666666,0.7851489186286926
25.0,0.25,0.7804223895072937
80.0,0.8,0.8907178640365601
62.5,0.625,0.8547395467758179
61.53846153846154,0.6153846153846154,0.8896338939666748
35.714285714285715,0.3571428571428572,0.7695868611335754
37.5,0.4375,0.7419847249984741
46.666666666666664,0.4666666666666667,0.7996554970741272
80.0,0.8,0.901165783405304
61.53846153846154,0.6153846153846154,0.8416115641593933
57.14285714285714,0.5714285714285714,0.8263139724731445
100.0,1.0,1.0
41.66666666666667,0.4166666666666667,0.6560540795326233
57.14285714285714,0.5714285714285714,0.9213698506355286
66.66666666666666,0.6666666666666666,0.9090721011161804
76.92307692307693,0.7692307692307693,0.9089075326919556
7.142857142857142,0.21428571428571425,0.5647491216659546
60.0,0.6,0.9068700075149536
62.5,0.625,0.8056097030639648
57.14285714285714,0.6428571428571429,0.8689619898796082
100.0,1.0,1.0
60.0,0.6,0.8396976590156555
80.0,0.8,0.9147889018058777
100.0,1.0,1.0
75.0,0.75,0.9763091206550598
50.0,0.5,0.8084267973899841
54.54545454545454,0.5454545454545454,0.8743113875389099
66.66666666666666,0.6666666666666666,0.8503511548042297
66.66666666666666,0.6666666666666666,0.9304330945014954
36.36363636363637,0.36363636363636365,0.8430224061012268
75.0,0.75,0.9142589569091797
45.45454545454545,0.45454545454545453,0.7047553658485413
100.0,1.0,1.0000001192092896
66.66666666666666,0.6666666666666666,0.9233765006065369
30.0,0.3,0.6890952587127686
56.25,0.625,0.8643108606338501
53.333333333333336,0.5333333333333333,0.7983683347702026
90.0,0.9,0.9848116040229797
75.0,0.75,0.9612524509429932
60.0,0.6,0.8280923962593079
50.0,0.5,0.9028499722480774
45.45454545454545,0.45454545454545453,0.7629058957099915
23.52941176470588,0.35294117647058826,0.7248046398162842
50.0,0.5,0.8374509811401367
50.0,0.5,0.8722919821739197
38.46153846153847,0.38461538461538464,0.7833805680274963
46.15384615384615,0.46153846153846156,0.8260396122932434
75.0,0.75,0.8293730616569519
40.0,0.4,0.7354568243026733
42.10526315789473,0.42105263157894735,0.76637864112854
66.66666666666666,0.6666666666666666,0.8634396195411682
21.428571428571427,0.21428571428571425,0.7220034003257751
69.23076923076923,0.6923076923076923,0.8778390288352966
50.0,0.5,0.8344143033027649
33.33333333333333,0.3333333333333333,0.6630555987358093
53.84615384615385,0.6153846153846154,0.8464382886886597
61.53846153846154,0.6153846153846154,0.8600051403045654
80.0,0.8,0.8739635348320007
71.42857142857143,0.7142857142857143,0.8601329922676086
66.66666666666666,0.6666666666666666,0.98094242811203
58.333333333333336,0.5833333333333334,0.8716538548469543
44.44444444444444,0.4444444444444444,0.8062446713447571
100.0,1.0,1.0
50.0,0.5,0.7745826840400696
50.0,0.5,0.8429478406906128
33.33333333333333,0.3333333333333333,0.9604330658912659
62.5,0.625,0.9224318861961365
84.61538461538461,0.8461538461538461,0.9206475615501404
71.42857142857143,0.7142857142857143,0.8635700345039368
