metric1_score_true,sentence_bleu_score_true,sbertSimilarity_score_true
46.15384615384615,0.46153846153846156,0.7844898700714111
50.0,0.5,0.8864537477493286
60.0,0.6,0.818445086479187
71.42857142857143,0.7142857142857143,0.9529793858528137
50.0,0.5,0.843791663646698
64.28571428571429,0.6428571428571429,0.8180664777755737
50.0,0.5,0.7782917618751526
66.66666666666666,0.6666666666666666,0.9083815217018127
7.6923076923076925,0.15384615384615385,0.5370683670043945
86.66666666666667,0.8666666666666667,0.9498338103294373
0.0,0.0,0.7368481755256653
50.0,0.5,0.7348374724388123
44.44444444444444,0.4444444444444444,0.9392335414886475
0.0,0.0,0.4745253920555115
60.0,0.6,0.8243759274482727
66.66666666666666,0.6666666666666666,0.7707993984222412
0.0,0.0,0.5914551615715027
66.66666666666666,0.6666666666666666,0.8827025890350342
62.5,0.625,0.8248735070228577
50.0,0.5,0.7843107581138611
75.0,0.75,0.8666430711746216
58.333333333333336,0.6666666666666666,0.8150505423545837
54.54545454545454,0.5454545454545454,0.8904338479042053
64.28571428571429,0.6428571428571429,0.8270260691642761
5.88235294117647,0.11764705882352941,0.41628775000572205
57.14285714285714,0.5714285714285714,0.8577291369438171
21.428571428571427,0.21428571428571425,0.6711231470108032
60.0,0.7333333333333333,0.8776417970657349
66.66666666666666,0.6666666666666666,0.8421485424041748
100.0,1.0,0.9999999403953552
100.0,1.0,1.0
66.66666666666666,0.6666666666666666,0.8654777407646179
100.0,1.0,1.0
0.0,0.0,0.7861533761024475
61.53846153846154,0.6153846153846154,0.8094762563705444
40.0,0.4,0.8142874240875244
62.5,0.625,0.9092985987663269
33.33333333333333,0.3333333333333333,0.7186116576194763
61.53846153846154,0.6153846153846154,0.8905856609344482
50.0,0.5,0.8496384620666504
42.857142857142854,0.42857142857142855,0.7468100786209106
45.45454545454545,0.45454545454545453,0.7888520956039429
57.89473684210527,0.5789473684210527,0.8620476126670837
70.0,0.7,0.9237226247787476
69.23076923076923,0.6923076923076923,0.8834066390991211
55.55555555555556,0.5555555555555556,0.8736335635185242
66.66666666666666,0.6666666666666666,0.9691672921180725
83.33333333333334,0.8333333333333334,0.9493520855903625
33.33333333333333,0.3333333333333333,0.9025023579597473
66.66666666666666,0.6666666666666666,0.9510133862495422
100.0,1.0,1.0
63.63636363636363,0.6363636363636364,0.8377198576927185
50.0,0.5,0.671837568283081
33.33333333333333,0.3333333333333333,0.7566774487495422
57.14285714285714,0.5714285714285714,0.8275164365768433
85.71428571428571,0.8571428571428571,0.9628202319145203
50.0,0.5,0.8207281827926636
75.0,0.75,0.9719338417053223
66.66666666666666,0.6666666666666666,0.9372149109840393
60.0,0.6,0.8395662903785706
57.14285714285714,0.5714285714285714,0.8130804896354675
68.75,0.6875,0.9434584975242615
50.0,0.5,0.8111898899078369
70.0,0.7,0.8411810994148254
0.0,0.0,0.4359608590602875
50.0,0.55,0.858710765838623
60.0,0.6,0.8260399103164673
100.0,1.0,1.0
50.0,0.5,0.7990040183067322
55.55555555555556,0.5555555555555556,0.9277732372283936
60.0,0.6,0.78177809715271
63.63636363636363,0.6363636363636364,0.8571426868438721
75.0,0.75,0.9656780362129211
53.84615384615385,0.5384615384615384,0.7964362502098083
64.28571428571429,0.6428571428571429,0.8464186787605286
44.44444444444444,0.4444444444444444,0.836056649684906
66.66666666666666,0.6666666666666666,0.844851016998291
80.0,0.8,0.9422229528427124
33.33333333333333,0.3333333333333333,0.8119809627532959
33.33333333333333,0.3333333333333333,0.734612762928009
71.42857142857143,0.7142857142857143,0.9203758835792542
0.0,0.0,0.40976035594940186
57.14285714285714,0.5714285714285714,0.8830699324607849
40.0,0.4,0.6799477934837341
100.0,1.0,1.0
72.72727272727273,0.7272727272727273,0.933838427066803
46.666666666666664,0.4666666666666667,0.806510329246521
45.45454545454545,0.45454545454545453,0.7082027196884155
50.0,0.5,0.9429025053977966
62.5,0.625,0.8509333729743958
100.0,1.0,1.0000001192092896
57.14285714285714,0.5714285714285714,0.7952477335929871
80.0,0.8,0.8982418775558472
27.27272727272727,0.36363636363636365,0.6987645626068115
33.33333333333333,0.3333333333333333,0.7742546200752258
61.53846153846154,0.6153846153846154,0.8070048093795776
60.0,0.6,0.9035950899124146
71.42857142857143,0.7142857142857143,0.8451147675514221
60.0,0.6,0.7765249013900757
