metric1_score_true,sentence_bleu_score_true,sbertSimilarity_score_true
72.72727272727273,0.7272727272727273,0.9538697600364685
36.36363636363637,0.36363636363636365,0.7745808959007263
63.63636363636363,0.6363636363636364,0.7848484516143799
35.714285714285715,0.3571428571428572,0.6569207906723022
50.0,0.5,0.8352934122085571
57.14285714285714,0.5714285714285714,0.7680323719978333
44.44444444444444,0.4444444444444444,0.8211254477500916
50.0,0.5,0.8035613894462585
66.66666666666666,0.6666666666666666,0.7797887325286865
50.0,0.5,0.9561315774917603
70.58823529411765,0.7058823529411765,0.8916484117507935
81.81818181818183,0.8181818181818182,0.9447987079620361
40.0,0.4,0.7607458233833313
50.0,0.5,0.8450775146484375
54.54545454545454,0.5454545454545454,0.8471327424049377
58.333333333333336,0.5833333333333334,0.7752351760864258
75.0,0.75,0.8926756978034973
63.63636363636363,0.6363636363636364,0.8747720718383789
57.14285714285714,0.5714285714285714,0.8970927596092224
12.5,0.25,0.5647549033164978
69.23076923076923,0.6923076923076923,0.9497231841087341
44.44444444444444,0.4444444444444444,0.8659013509750366
62.5,0.625,0.9026466608047485
70.0,0.7,0.8465821146965027
57.14285714285714,0.5714285714285714,0.8794494867324829
50.0,0.5,0.7973513603210449
55.55555555555556,0.5555555555555556,0.9334982633590698
62.5,0.625,0.8638488054275513
33.33333333333333,0.3333333333333333,0.7673905491828918
61.53846153846154,0.6153846153846154,0.8486706614494324
11.11111111111111,0.11111111111111109,0.6403855085372925
25.0,0.25,0.5310276746749878
66.66666666666666,0.6666666666666666,0.9736717343330383
58.333333333333336,0.5833333333333334,0.8736456036567688
64.28571428571429,0.6428571428571429,0.8450683951377869
21.428571428571427,0.21428571428571425,0.5934842228889465
66.66666666666666,0.6666666666666666,0.8924513459205627
62.5,0.625,0.8421565294265747
46.15384615384615,0.5384615384615384,0.7685154676437378
100.0,1.0,1.0000001192092896
41.66666666666667,0.4166666666666667,0.8472740054130554
54.54545454545454,0.5454545454545454,0.7867597341537476
71.42857142857143,0.7857142857142857,0.8978059887886047
33.33333333333333,0.3333333333333333,0.7171247601509094
46.15384615384615,0.46153846153846156,0.8063431978225708
80.0,0.8,0.9316028356552124
60.0,0.6,0.8094997406005859
0.0,0.0,0.4702531695365906
100.0,1.0,1.0
54.54545454545454,0.5454545454545454,0.8246510028839111
100.0,1.0,1.0
84.61538461538461,0.8461538461538461,0.9512842893600464
42.857142857142854,0.42857142857142855,0.8132582902908325
64.28571428571429,0.6428571428571429,0.8796387314796448
60.0,0.6,0.9329293370246887
91.66666666666666,0.9166666666666666,0.9975609183311462
55.55555555555556,0.5555555555555556,0.845564603805542
66.66666666666666,0.6666666666666666,0.9974024891853333
62.5,0.625,0.8416448831558228
58.333333333333336,0.5833333333333334,0.7721993327140808
57.14285714285714,0.5714285714285714,0.8666685819625854
62.5,0.625,0.8946642875671387
70.58823529411765,0.7058823529411765,0.8855463862419128
66.66666666666666,0.75,0.8315274715423584
41.66666666666667,0.4166666666666667,0.7945351004600525
53.333333333333336,0.5333333333333333,0.8187037706375122
50.0,0.5,0.7883474230766296
76.92307692307693,0.7692307692307693,0.9436350464820862
38.46153846153847,0.38461538461538464,0.7950866222381592
66.66666666666666,0.6666666666666666,0.9962368011474609
53.84615384615385,0.5384615384615384,0.8158206939697266
0.0,0.0,0.5016443133354187
50.0,0.5,0.6570090055465698
100.0,1.0,0.9999998807907104
69.23076923076923,0.6923076923076923,0.9104030132293701
38.46153846153847,0.38461538461538464,0.7574611902236938
46.666666666666664,0.4666666666666667,0.7697760462760925
66.66666666666666,0.6666666666666666,0.8399377465248108
75.0,0.75,0.9397900700569153
42.10526315789473,0.47368421052631576,0.7708210945129395
46.666666666666664,0.4666666666666667,0.6664371490478516
0.0,0.0,0.4066748023033142
50.0,0.5,0.9696680307388306
60.0,0.6,0.8336871266365051
100.0,1.0,1.0
41.66666666666667,0.4166666666666667,0.7931285500526428
100.0,1.0,1.0
64.28571428571429,0.6428571428571429,0.8476195335388184
50.0,0.5,0.8183903694152832
66.66666666666666,0.6666666666666666,0.9757227897644043
100.0,1.0,0.9999999403953552
50.0,0.5,0.7207773923873901
41.66666666666667,0.4166666666666667,0.7867386937141418
41.66666666666667,0.5,0.7731854319572449
44.44444444444444,0.4444444444444444,0.7724484205245972
100.0,1.0,1.0
70.0,0.7,0.9197705388069153
52.38095238095239,0.5238095238095238,0.7925820350646973
60.0,0.6,0.9116520881652832
84.61538461538461,0.8461538461538461,0.9362745881080627
